Jersey,Player,Pos,Year,GP,GS,Team
2,"Curry, Boobie",WR,2,5,5,Arizona Wildcats
84,"D'Angelo, Tristan",WR,3,0,0,Arizona Wildcats
40,"Diaz-Infante, Dante",DL,4,0,0,Arizona Wildcats
1,"Dixon, Drew",WR,3,2,0,Arizona Wildcats
56,"Donovan, Josh",OL,4,5,2,Arizona Wildcats
12,"Doyle, Kevin",QB,2,0,0,Arizona Wildcats
36,"Edwards, RJ",DB,1,4,0,Arizona Wildcats
35,"Fall, Adama",DB,1,0,0,Arizona Wildcats
74,"Fears, Paiton",OL,3,5,5,Arizona Wildcats
16,"Fietz, Cameron",QB,3,0,0,Arizona Wildcats
42,"Fletcher, Jeremiah",LB,1,0,0,Arizona Wildcats
47,"freeburg, Rourke",DB,3,5,5,Arizona Wildcats
79,"Gardner, Tyson",OL,3,3,1,Arizona Wildcats
17,"Gunnell, Grant",QB,2,4,4,Arizona Wildcats
80,"Halsell, Nathan",K,2,0,0,Arizona Wildcats
49,"Harris, Jalen",LB,3,4,4,Arizona Wildcats
23,"Hausman, Malik",DB,3,2,0,Arizona Wildcats
43,"Havrisik, Lucas",K,4,5,0,Arizona Wildcats
39,"Hawkins, Kameron",LS,1,1,0,Arizona Wildcats
48,"Henley, Parker",LB,3,5,4,Arizona Wildcats
97,"Higgins, Naz",DL,2,0,0,Arizona Wildcats
42,"Hutchings, Connor",TE,4,0,0,Arizona Wildcats
60,"Irving, Mykee",DL,2,2,0,Arizona Wildcats
73,"Jean, Woody",OL,1,3,0,Arizona Wildcats
21,"John, Jalen",RB,1,2,0,Arizona Wildcats
45,"Johnson, Issaiah",DL,2,5,1,Arizona Wildcats
3,"Johnson, Jalen",WR,2,0,0,Arizona Wildcats
10,"Joiner, Jamarye",WR,2,5,2,Arizona Wildcats
25,"Jones, Valen",WR,1,1,0,Arizona Wildcats
55,"Kelly, Chandler",LB,2,0,0,Arizona Wildcats
44,"Key, Shontrail",DL,1,0,0,Arizona Wildcats
46,"Koceman, Jack",TE,2,0,0,Arizona Wildcats
78,"Laie, Donovan",OL,3,5,5,Arizona Wildcats
58,"Langi, Sam",OL,3,0,0,Arizona Wildcats
33,"Loop, Tyler",K,1,5,0,Arizona Wildcats
51,"Lopez, Roy",DL,4,5,5,Arizona Wildcats
64,"MacKellar, Seth",LS,2,5,0,Arizona Wildcats
65,"Magnuson, Leif",OL,1,0,0,Arizona Wildcats
87,"Marshall, Stacey",TE,3,2,0,Arizona Wildcats
90,"Mason, Trevon",DL,4,5,3,Arizona Wildcats
13,"Mays, Isaiah",DB,3,5,1,Arizona Wildcats
50,"McCauley, Josh",OL,4,5,5,Arizona Wildcats
32,"McRae, Calib",LB,2,0,0,Arizona Wildcats
32,"Meeker-Hackett, Jacob",P,4,4,0,Arizona Wildcats
14,"Miller, Dyelan",WR,1,0,0,Arizona Wildcats
85,"Miranda, Roberto",WR,1,0,0,Arizona Wildcats
7,"Mitchell, Jaden",WR,1,0,0,Arizona Wildcats
77,"Morgan, Jordan",OL,2,2,2,Arizona Wildcats
18,"Mourning, Derick",LB,1,5,1,Arizona Wildcats
93,"Nosike, Ugochukwu",DL,1,0,0,Arizona Wildcats
19,"Ostendorp, Kyle",P,2,0,0,Arizona Wildcats
8,"Pandy, Anthony",LB,4,5,5,Arizona Wildcats
76,"Patt, Anthony",OL,1,0,0,Arizona Wildcats
15,"Plummer, Will",QB,1,3,1,Arizona Wildcats
16,"Reid III, Thomas",WR,4,5,0,Arizona Wildcats
4,"Rodriguez, Rhett",QB,3,1,0,Arizona Wildcats
4,"Roland-Wallace, Christian",DB,2,5,5,Arizona Wildcats
41,"Saliba, Mike",LB,1,0,0,Arizona Wildcats
95,"Shand, Paris",DL,1,4,0,Arizona Wildcats
24,"Short, Rhedi",DB,3,5,5,Arizona Wildcats
26,"Siaumau-Sanitoa, Eddie",LB,2,1,0,Arizona Wildcats
20,"Smith, Darrius",RB,2,0,0,Arizona Wildcats
38,"Smith, Dante",LB,3,5,0,Arizona Wildcats
54,"Stefanski Jr., Matthew",OL,1,1,0,Arizona Wildcats
34,"Stukes, Treydan",DB,1,3,0,Arizona Wildcats
30,"Sullivan, Quinn",DB,2,4,0,Arizona Wildcats
58,"Sulunga, Nahe",DL,2,1,0,Arizona Wildcats
99,"Tapusoa, Myles",DL,4,5,0,Arizona Wildcats
17,"Terry, Regan",DL,1,0,0,Arizona Wildcats
33,"Tilford, Nathan",RB,3,1,0,Arizona Wildcats
10,"Triplett Jr., Jabar",LB,1,0,0,Arizona Wildcats
21,"Turner, Jaxen",DB,2,5,4,Arizona Wildcats
3,"Wallace, Jarrius",DB,4,1,0,Arizona Wildcats
67,"Watson, David",OL,2,0,0,Arizona Wildcats
19,"Watson, Kwabena",LB,1,5,0,Arizona Wildcats
11,"Whitley, Eric",DB,1,0,0,Arizona Wildcats
6,"Wiley, Michael",RB,2,5,1,Arizona Wildcats
55,"Williams, Jamari",OL,2,0,0,Arizona Wildcats
82,"Williams, Zach",TE,2,3,0,Arizona Wildcats
94,"Wilson Jr., Dion",DL,1,4,0,Arizona Wildcats
25,"Wolfe, Bobby",DB,2,0,0,Arizona Wildcats
81,"Wolma, Bryce",TE,4,5,4,Arizona Wildcats
18,"Wright, Ma'jon",WR,1,5,2,Arizona Wildcats
37,"Young, Jaydin",DB,1,4,0,Arizona Wildcats
5,"Young, Christian",DB,3,1,0,Arizona Wildcats
21,"Badger, Elijhah",WR,1,1,0,Arizona St. Sun Devils
23,"Banks, Jordan",LB,1,3,0,Arizona St. Sun Devils
75,"Bates, Alijah",OL,1,0,0,Arizona St. Sun Devils
50,"Bell, Jarrett",OL,2,0,0,Arizona St. Sun Devils
16,"Bourguet, Trenton",QB,1,1,0,Arizona St. Sun Devils
31,"Boyd III, Jean",DB,1,0,0,Arizona St. Sun Devils
64,"Bray, Ben",OL,1,0,0,Arizona St. Sun Devils
60,"Breed, Kyle",OL,3,0,0,Arizona St. Sun Devils
2,"Bunkley-Shelton, LV",WR,1,4,2,Arizona St. Sun Devils
23,"Burkhardt, Evan",WR,1,0,0,Arizona St. Sun Devils
20,"Butler, Darien",LB,3,4,2,Arizona St. Sun Devils
34,"Cadam, Cade",WR,1,0,0,Arizona St. Sun Devils
39,"Cambra-Cho, Kaiser",DB,1,0,0,Arizona St. Sun Devils
1,"Clark, Jordan",DB,1,4,2,Arizona St. Sun Devils
96,"Cooper, Anthonie",DL,1,4,1,Arizona St. Sun Devils
72,"Cote, Cade",OL,4,4,4,Arizona St. Sun Devils
16,"Crosswell, Aashari",DB,3,1,0,Arizona St. Sun Devils
5,"Daniels, Jayden",QB,2,4,4,Arizona St. Sun Devils
84,"Darby, frank",WR,4,4,3,Arizona St. Sun Devils
98,"Davidson, D.J.",DL,3,4,4,Arizona St. Sun Devils
6,"Davis, Timarcus",DB,3,4,3,Arizona St. Sun Devils
26,"Davis, Keith",WR,2,4,0,Arizona St. Sun Devils
51,"DeVito, Dylan",LB,1,4,0,Arizona St. Sun Devils
78,"DeWys, Roman",OL,1,0,0,Arizona St. Sun Devils
93,"Dickerson, Erik",LS,4,4,0,Arizona St. Sun Devils
74,"Diesch, Kellen",OL,4,4,4,Arizona St. Sun Devils
22,"Elliott, Deonce",RB,1,0,0,Arizona St. Sun Devils
36,"Faison, Justin",WR,4,0,0,Arizona St. Sun Devils
4,"Fields, Evan",DB,4,4,4,Arizona St. Sun Devils
9,"Flowers, Demetrious",RB,1,0,0,Arizona St. Sun Devils
35,"Flowers, Thaiger",DB,2,0,0,Arizona St. Sun Devils
97,"Forman, Shannon",DL,4,4,3,Arizona St. Sun Devils
79,"frias, Ralph",OL,2,4,0,Arizona St. Sun Devils
36,"Gammage, Alijah",DB,2,2,0,Arizona St. Sun Devils
47,"Gould, Tavian",RB,2,0,0,Arizona St. Sun Devils
48,"Granatelli, Vincent",DB,3,3,0,Arizona St. Sun Devils
89,"Hart, Josh",WR,1,0,0,Arizona St. Sun Devils
3,"Harts, Willie",DB,2,0,0,Arizona St. Sun Devils
29,"Hatch, Case",FB,2,4,1,Arizona St. Sun Devils
70,"Hattis, Henry",OL,4,4,4,Arizona St. Sun Devils
32,"He, Jackson",RB,3,2,0,Arizona St. Sun Devils
77,"Henderson, LaDarius",OL,2,4,0,Arizona St. Sun Devils
86,"Hodges, Curtis",TE,4,3,3,Arizona St. Sun Devils
80,"Horn, Kyle",TE,4,3,1,Arizona St. Sun Devils
10,"Jarrell, K.J.",DB,3,0,0,Arizona St. Sun Devils
99,"Johnson, Amiri",DL,1,0,0,Arizona St. Sun Devils
39,"Johnson, Nick",RB,1,0,0,Arizona St. Sun Devils
82,"Johnson, Andre",WR,1,3,0,Arizona St. Sun Devils
41,"Johnson, Tyler",DL,3,4,1,Arizona St. Sun Devils
17,"Johnson Jr., Chad",WR,1,0,0,Arizona St. Sun Devils
0,"Jones, Jack",DB,4,2,1,Arizona St. Sun Devils
52,"Jordanal, Jacob",LB,1,0,0,Arizona St. Sun Devils
8,"Kerley, Jordan",WR,2,0,0,Arizona St. Sun Devils
49,"King, Gage",LS,1,0,0,Arizona St. Sun Devils
14,"Lambert, Stanley",LB,2,2,0,Arizona St. Sun Devils
26,"Lee, T",DB,1,1,0,Arizona St. Sun Devils
37,"Lewis, Conner",DB,1,0,0,Arizona St. Sun Devils
90,"Lole, Jermayne",DL,3,4,4,Arizona St. Sun Devils
7,"Long, Ethan",TE,2,1,0,Arizona St. Sun Devils
76,"Lovell, Spencer",OL,2,4,0,Arizona St. Sun Devils
24,"Lucas, Chase",DB,4,4,4,Arizona St. Sun Devils
14,"Luckhurst, Jack",K,1,2,0,Arizona St. Sun Devils
44,"Macias, Kevin",P,4,2,0,Arizona St. Sun Devils
12,"Manning, Nathan",QB,1,0,0,Arizona St. Sun Devils
13,"Markham, Keon",,N/A,1,0,Arizona St. Sun Devils
12,"Markham, Kejuan",DB,2,4,0,Arizona St. Sun Devils
13,"Markham, Keon",DB,1,1,0,Arizona St. Sun Devils
38,"Matthews, Damon",DB,2,0,0,Arizona St. Sun Devils
88,"Matthews, Nolan",TE,2,1,0,Arizona St. Sun Devils
91,"Matus, Michael",DL,2,3,3,Arizona St. Sun Devils
22,"McCullough, Caleb",LB,1,2,0,Arizona St. Sun Devils
15,"McLemore, Daylin",QB,1,0,0,Arizona St. Sun Devils
54,"Medina, Eddie",OL,2,0,0,Arizona St. Sun Devils
35,"Metcalf, Mekhi",WR,2,0,0,Arizona St. Sun Devils
58,"Moore, Joe",DL,1,1,0,Arizona St. Sun Devils
81,"Morgan, Ryan",TE,1,1,0,Arizona St. Sun Devils
4,"Ngata, Daniyel",RB,1,4,0,Arizona St. Sun Devils
53,"Niclasse, fritzny",LB,1,1,0,Arizona St. Sun Devils
55,"Norman-Lott, Omarr",DL,1,1,0,Arizona St. Sun Devils
55,"Nunez, Jacob",OL,1,0,0,Arizona St. Sun Devils
83,"Park, Tannor",WR,3,0,0,Arizona St. Sun Devils
19,"Pearsall, Ricky",WR,2,4,1,Arizona St. Sun Devils
44,"Pesefea, T.J.",DL,3,4,1,Arizona St. Sun Devils
15,"Phillips, Cam",DB,2,1,0,Arizona St. Sun Devils
2,"Pierce, Deandre",DB,4,4,4,Arizona St. Sun Devils
85,"Pierce, Brandon",WR,4,1,0,Arizona St. Sun Devils
46,"Plaster, Josh",P,2,0,0,Arizona St. Sun Devils
6,"Porter, Geordon",WR,2,4,2,Arizona St. Sun Devils
62,"Randle, Alexander",DL,1,1,0,Arizona St. Sun Devils
18,"Ray, Jake",TE,1,0,0,Arizona St. Sun Devils
8,"Robertson, Merlin",LB,3,4,3,Arizona St. Sun Devils
59,"Salas, Marco",OL,2,0,0,Arizona St. Sun Devils
20,"Sanders, Giovanni",WR,3,0,0,Arizona St. Sun Devils
66,"Scott, Ben",OL,1,4,4,Arizona St. Sun Devils
28,"Shaffer, Will",LB,1,4,0,Arizona St. Sun Devils
34,"soelle, Kyle",LB,3,4,3,Arizona St. Sun Devils
18,"soelle, Connor",LB,1,4,0,Arizona St. Sun Devils
94,"Stephens, Corey",DL,3,1,0,Arizona St. Sun Devils
87,"Stivers, John",TE,4,4,2,Arizona St. Sun Devils
65,"Stuckwisch, Kolbe",OL,1,0,0,Arizona St. Sun Devils
9,"Taylor, D.J.",RB,1,3,0,Arizona St. Sun Devils
1,"Trayanum, DeaMonte",RB,1,4,1,Arizona St. Sun Devils
25,"Turk, Michael",P,3,4,0,Arizona St. Sun Devils
17,"Tyler, Logan",K,4,4,0,Arizona St. Sun Devils
24,"Vella, Noah",RB,1,0,0,Arizona St. Sun Devils
61,"West, Dohnovan",OL,2,4,4,Arizona St. Sun Devils
3,"White, Rachaad",RB,3,4,3,Arizona St. Sun Devils
43,"Williams, Michael",P,2,0,0,Arizona St. Sun Devils
25,"Williams, Macen",DB,1,0,0,Arizona St. Sun Devils
14,"Wilson, Johnny",WR,1,3,1,Arizona St. Sun Devils
32,"Woods, Ed",DB,1,4,1,Arizona St. Sun Devils
9,"Wright, Stephon",DL,1,2,0,Arizona St. Sun Devils
45,"Zendejas, Cristian",K,3,4,0,Arizona St. Sun Devils
30,"Bauer, Reid",P,2,9,0,Arkansas Razorbacks
46,"Bax, Nathan",TE,1,9,0,Arkansas Razorbacks
24,"Bishop, LaDarrius",DB,2,10,1,Arkansas Razorbacks
15,"Blair, Simeon",DB,2,9,2,Arkansas Razorbacks
43,"Both, Brooks",LB,1,0,0,Arkansas Razorbacks
5,"Boyd, Rakeem",RB,4,7,6,Arkansas Razorbacks
44,"Boykin, Andy",DL,1,1,0,Arkansas Razorbacks
9,"Brooks, Jr., Greg",DB,2,9,9,Arkansas Razorbacks
21,"Brown, Montaric",DB,3,8,8,Arkansas Razorbacks
34,"Brown, Martaveous",DB,3,0,0,Arkansas Razorbacks
26,"Buckner, Donte",RB,1,0,0,Arkansas Razorbacks
16,"Burks, Treylon",WR,2,9,9,Arkansas Razorbacks
33,"Burrle, Kelin",LB,1,0,0,Arkansas Razorbacks
23,"Bush, Devin",DB,1,2,0,Arkansas Razorbacks
9,"Calvaruso, Vito",K,1,10,0,Arkansas Razorbacks
40,"Caratan, George",P,3,3,0,Arkansas Razorbacks
91,"Carter, Taurean",DL,1,8,1,Arkansas Razorbacks
6,"Catalon, Kendall",WR,3,0,0,Arkansas Razorbacks
1,"Catalon, Jalen",DB,1,10,9,Arkansas Razorbacks
4,"Chavis, Malik",DB,1,7,0,Arkansas Razorbacks
53,"Chism, Eli",LS,1,0,0,Arkansas Razorbacks
1,"Clark, Hudson",DB,1,8,7,Arkansas Razorbacks
66,"Clary, Ty",OL,4,8,7,Arkansas Razorbacks
57,"Clenin, Shane",OL,3,7,0,Arkansas Razorbacks
1,"Coates, Julius",DL,3,7,2,Arkansas Razorbacks
85,"Cole, Harper",WR,1,2,0,Arkansas Razorbacks
38,"Conley, Jon",DB,1,0,0,Arkansas Razorbacks
76,"Cunningham, Myron",OL,4,10,10,Arkansas Razorbacks
75,"Curry Jr., Ray",OL,1,0,0,Arkansas Razorbacks
30,"Draper, Levi",LB,3,2,0,Arkansas Razorbacks
32,"Edwards, Deon",LB,4,5,0,Arkansas Razorbacks
7,"Foucha, Joe",DB,3,10,8,Arkansas Razorbacks
39,"Fountain, H.T.",LS,4,0,0,Arkansas Razorbacks
13,"franks, Feleipe",QB,4,10,9,Arkansas Razorbacks
48,"Fulwider, Nicholas",DL,2,0,0,Arkansas Razorbacks
33,"Gardiner, Karch",WR,1,1,0,Arkansas Razorbacks
73,"Gatlin, Noah",OL,2,5,5,Arkansas Razorbacks
5,"Gerald, Dorian",DL,4,5,1,Arkansas Razorbacks
50,"Gregory, Eric",DL,1,9,7,Arkansas Razorbacks
92,"Hale, Elias",DL,4,0,0,Arkansas Razorbacks
41,"Hammonds, T.J.",WR,4,8,0,Arkansas Razorbacks
95,"Hanna, Morgan",DL,1,0,0,Arkansas Razorbacks
83,"Henderson, Marcus",TE,1,5,0,Arkansas Razorbacks
82,"Henry, Hudson",TE,1,6,4,Arkansas Razorbacks
27,"Henry, Hayden",LB,4,10,3,Arkansas Razorbacks
2,"Hornsby, Malik",QB,1,1,0,Arkansas Razorbacks
4,"Jackson, Koilan",WR,3,0,0,Arkansas Razorbacks
99,"Jackson, Jr., Enoch",DL,1,1,0,Arkansas Razorbacks
0,"Jacobs, Jerry",DB,4,5,3,Arkansas Razorbacks
1,"Jefferson, K.J.",QB,1,5,1,Arkansas Razorbacks
2,"Johnson, Dominique",RB,1,5,0,Arkansas Razorbacks
47,"Johnson, Cedric",LB,2,0,0,Arkansas Razorbacks
0,"Johnson, Khari",DB,1,7,1,Arkansas Razorbacks
9,"Jones, John Stephen",QB,2,0,0,Arkansas Razorbacks
70,"Jones, Luke",OL,2,10,0,Arkansas Razorbacks
97,"Kelly, Xavier",DL,4,9,1,Arkansas Razorbacks
87,"Kern, Blake",TE,4,10,5,Arkansas Razorbacks
7,"Knox, Trey",WR,2,10,6,Arkansas Razorbacks
62,"Latham, Brady",OL,1,10,10,Arkansas Razorbacks
55,"Limmer, Beaux",OL,1,7,5,Arkansas Razorbacks
1,"Lindsey, Jack",QB,4,5,0,Arkansas Razorbacks
43,"Loy, Sam",P,4,2,0,Arkansas Razorbacks
42,"Marshall, Jonathan",DL,4,10,10,Arkansas Razorbacks
18,"Mason, Myles",DB,3,8,4,Arkansas Razorbacks
4,"McClellion, Jarques",DB,3,0,0,Arkansas Razorbacks
90,"Miller, Marcus",DL,1,3,0,Arkansas Razorbacks
31,"Morgan, Grant",LB,4,9,9,Arkansas Razorbacks
19,"Morris, Tyson",WR,4,10,0,Arkansas Razorbacks
93,"Nichols, Isaiah",DL,2,9,7,Arkansas Razorbacks
54,"Nix, Austin",OL,2,7,0,Arkansas Razorbacks
53,"Oehrlein, John",LS,1,1,0,Arkansas Razorbacks
23,"Oglesby, Josh",RB,2,0,0,Arkansas Razorbacks
28,"Parker, Andrew",LB,2,10,0,Arkansas Razorbacks
14,"Parodi, Nathan",DB,2,8,0,Arkansas Razorbacks
80,"Phillips, Matthew",K,2,1,0,Arkansas Razorbacks
10,"Pool, Bumper",LB,3,9,9,Arkansas Razorbacks
94,"Porter, David",DL,3,0,0,Arkansas Razorbacks
79,"Rathcke, Dylan",OL,1,0,0,Arkansas Razorbacks
35,"Reed, AJ",K,4,9,0,Arkansas Razorbacks
29,"Shearin, Asa",LB,2,0,0,Arkansas Razorbacks
48,"Silver, Jordan",LS,3,10,0,Arkansas Razorbacks
67,"Simpson, Payton",OL,1,0,0,Arkansas Razorbacks
2,"Slusher, Myles",DB,1,6,2,Arkansas Razorbacks
26,"Smith, Micahh",DB,4,1,0,Arkansas Razorbacks
22,"Smith, Trelon",RB,3,10,4,Arkansas Razorbacks
11,"soli, Mataio",DL,2,9,1,Arkansas Razorbacks
3,"Spivey, A'Montae",RB,1,4,0,Arkansas Razorbacks
74,"St. John, Jalen",OL,1,0,0,Arkansas Razorbacks
58,"Stewart, Jashaud",DL,1,8,0,Arkansas Razorbacks
51,"Stromberg, Ricky",OL,2,9,8,Arkansas Razorbacks
80,"Sutherland, Collin",TE,1,0,0,Arkansas Razorbacks
37,"Thomas Jr., Eric",LB,1,7,0,Arkansas Razorbacks
89,"Toll, Blayne",TE,1,7,0,Arkansas Razorbacks
52,"Towers, J.T.",LB,1,0,0,Arkansas Razorbacks
3,"Turner, Nick",DB,1,9,1,Arkansas Razorbacks
81,"Turner, Darin",WR,1,0,0,Arkansas Razorbacks
6,"Turner, Jacorrei",DB,1,0,0,Arkansas Razorbacks
32,"Turner, Reid",RB,1,1,0,Arkansas Razorbacks
44,"Vail, Cameron",DB,2,1,0,Arkansas Razorbacks
72,"Vest, Drew",OL,1,0,0,Arkansas Razorbacks
78,"Wagner, Dalton",OL,3,8,5,Arkansas Razorbacks
1,"Warren, De'Vion",WR,4,7,6,Arkansas Razorbacks
17,"White, John David",WR,1,8,0,Arkansas Razorbacks
49,"Williams, McKinley",LB,2,0,0,Arkansas Razorbacks
56,"Williams, Zach",DL,2,9,4,Arkansas Razorbacks
71,"Winkel, Ryan",OL,2,0,0,Arkansas Razorbacks
45,"Woodard, Jackson",LB,1,4,0,Arkansas Razorbacks
8,"Woods, Mike",WR,3,10,10,Arkansas Razorbacks
3,"Yurachek, Jake",LB,2,7,0,Arkansas Razorbacks
25,"Zimos, Zach",LB,1,0,0,Arkansas Razorbacks
32,"Adams, Ahmad",LB,1,0,0,Arkansas St. Red Wolves
9,"Adams, Jr., Jonathan",WR,4,10,10,Arkansas St. Red Wolves
90,"Ahoia, Tukua",DL,4,6,0,Arkansas St. Red Wolves
10,"Alexander, Elery",DB,4,10,7,Arkansas St. Red Wolves
85,"Amos, Giles",TE,4,11,2,Arkansas St. Red Wolves
45,"Ayers, TW",TE,2,11,5,Arkansas St. Red Wolves
3,"Azubuike, Isaiah",RB,2,6,0,Arkansas St. Red Wolves
58,"Ball, DeQuan",DL,1,0,0,Arkansas St. Red Wolves
30,"Bean, Derrick",LB,3,6,4,Arkansas St. Red Wolves
12,"Bonner, Logan",QB,3,11,11,Arkansas St. Red Wolves
22,"Bonner, Caleb",LB,4,10,6,Arkansas St. Red Wolves
16,"Bowling, Brandon",WR,4,11,9,Arkansas St. Red Wolves
28,"Brown, Jeffmario",LB,4,8,7,Arkansas St. Red Wolves
91,"Brown, JB",DL,1,0,0,Arkansas St. Red Wolves
51,"Bullard, Jack",LS,1,2,0,Arkansas St. Red Wolves
2,"Clack, Coltin",QB,1,1,0,Arkansas St. Red Wolves
5,"Clayton, David",WR,1,1,0,Arkansas St. Red Wolves
27,"Coleman, KaRon",DB,1,6,0,Arkansas St. Red Wolves
46,"Cottengim, Seth",LS,4,9,0,Arkansas St. Red Wolves
2,"Davis, Kailon",DL,4,2,0,Arkansas St. Red Wolves
68,"Demmons, Avery",OL,3,10,2,Arkansas St. Red Wolves
17,"Deshazor, Leroy",WR,3,7,0,Arkansas St. Red Wolves
71,"Diouf, Kideam",OL,3,0,0,Arkansas St. Red Wolves
37,"Doss, Taylon",DB,1,6,1,Arkansas St. Red Wolves
78,"Dutton, Justin",OL,3,7,2,Arkansas St. Red Wolves
31,"Duverge, Carvin",LB,3,0,0,Arkansas St. Red Wolves
39,"Edwards, Josh",RB,1,3,0,Arkansas St. Red Wolves
40,"Enns, Jacob",P,3,1,0,Arkansas St. Red Wolves
8,"Fegans, Antwon",DB,1,3,0,Arkansas St. Red Wolves
5,"Ficklin, Booker",DB,1,8,1,Arkansas St. Red Wolves
14,"Fletcher, Antonio",DB,3,10,10,Arkansas St. Red Wolves
13,"Foreman, Jeff",WR,2,11,2,Arkansas St. Red Wolves
21,"Gamble, Jamari",DB,3,0,0,Arkansas St. Red Wolves
8,"Graham, Ryan",RB,3,8,0,Arkansas St. Red Wolves
75,"Gray, Logan",OL,1,0,0,Arkansas St. Red Wolves
4,"Green, Dahu",WR,4,6,6,Arkansas St. Red Wolves
20,"Green, Detravion",DB,2,10,4,Arkansas St. Red Wolves
0,"Grupe, Blake",K,3,11,0,Arkansas St. Red Wolves
97,"Hampton, Terry",DL,3,11,11,Arkansas St. Red Wolves
48,"Hanson, Ryan",P,1,11,0,Arkansas St. Red Wolves
2,"Harris, CJ",DB,1,11,5,Arkansas St. Red Wolves
3,"Harris, Kenneth",DB,1,10,4,Arkansas St. Red Wolves
11,"Harris, Jaden",DB,2,5,4,Arkansas St. Red Wolves
38,"Harris, Justin",DB,3,1,0,Arkansas St. Red Wolves
74,"Harris, Jr., Andre",OL,3,8,7,Arkansas St. Red Wolves
3,"Hatcher, Layne",QB,2,11,0,Arkansas St. Red Wolves
0,"Hawes, Javan",WR,3,9,0,Arkansas St. Red Wolves
40,"Hawkins, Zion",DB,1,1,0,Arkansas St. Red Wolves
15,"Hayes, Seth",WR,1,4,1,Arkansas St. Red Wolves
4,"Herring-Wilson, Tahj",DB,4,4,3,Arkansas St. Red Wolves
24,"Hervey, fred",LB,3,9,1,Arkansas St. Red Wolves
79,"Horst, Jarrett",OL,3,7,7,Arkansas St. Red Wolves
5,"Howard, Amir",DB,4,7,1,Arkansas St. Red Wolves
54,"Hoz, Christian",OL,2,5,0,Arkansas St. Red Wolves
81,"Isaac, Javonis",TE,4,11,0,Arkansas St. Red Wolves
41,"Iwuchukwu, Noel",DL,4,8,1,Arkansas St. Red Wolves
36,"Jackson, Jamal",DB,1,1,0,Arkansas St. Red Wolves
99,"Jackson, Deris",DL,1,0,0,Arkansas St. Red Wolves
89,"Jarvis, Jackson",WR,2,10,0,Arkansas St. Red Wolves
1,"Johnson, Samy",DB,2,9,5,Arkansas St. Red Wolves
21,"Jones, Jamal",RB,4,11,9,Arkansas St. Red Wolves
25,"Jones, Jevon",DB,2,0,0,Arkansas St. Red Wolves
76,"Kelly, Kyle",OL,1,1,0,Arkansas St. Red Wolves
95,"Lee, Quinton",DL,3,5,0,Arkansas St. Red Wolves
60,"Luebke, Wyatt",OL,3,11,10,Arkansas St. Red Wolves
19,"Marshall, Donovan",RB,2,3,0,Arkansas St. Red Wolves
47,"Mattson, Tristan",K,1,3,0,Arkansas St. Red Wolves
53,"McCall, Caleb",LS,1,0,0,Arkansas St. Red Wolves
29,"McPherson, L.",,1,1,0,Arkansas St. Red Wolves
92,"Merrill, Forrest",DL,4,11,11,Arkansas St. Red Wolves
52,"Mims, Corbet",DL,1,1,0,Arkansas St. Red Wolves
67,"Miner, Ethan",OL,1,9,1,Arkansas St. Red Wolves
94,"Moreton, Hunter",DL,3,4,0,Arkansas St. Red Wolves
29,"Motley, Dane",LB,1,2,0,Arkansas St. Red Wolves
34,"Murray, Marcel",RB,3,5,1,Arkansas St. Red Wolves
14,"Nezat, Brett",QB,1,2,0,Arkansas St. Red Wolves
43,"Nimrod, Elliott",K,1,7,0,Arkansas St. Red Wolves
8,"Ogbedor, Bubba",WR,4,8,0,Arkansas St. Red Wolves
80,"Painter, Ross",TE,4,0,0,Arkansas St. Red Wolves
2,"Pare, Lincoln",RB,1,9,1,Arkansas St. Red Wolves
1,"Paul, Roshauud",WR,3,9,3,Arkansas St. Red Wolves
62,"Pittman, AJ",OL,1,0,0,Arkansas St. Red Wolves
73,"Ramirez, Ernesto",OL,3,6,1,Arkansas St. Red Wolves
6,"Reimonenq, Jarius",DB,2,8,6,Arkansas St. Red Wolves
18,"Rice, Justin",LB,4,11,10,Arkansas St. Red Wolves
13,"Richardson, Vershaud",LB,1,2,0,Arkansas St. Red Wolves
7,"Rucker, Corey",WR,1,8,1,Arkansas St. Red Wolves
86,"Rudolph, De'Kairo",WR,1,0,0,Arkansas St. Red Wolves
82,"Ruiz, Antonio",WR,1,1,0,Arkansas St. Red Wolves
70,"Scott, Ivory",OL,4,11,11,Arkansas St. Red Wolves
42,"Scott, Vidal",DL,3,11,6,Arkansas St. Red Wolves
72,"Seidnaly, Nour-Eddine",OL,4,4,4,Arkansas St. Red Wolves
88,"Smith, Austin",WR,1,0,0,Arkansas St. Red Wolves
98,"solomon, Kennan",DL,3,2,0,Arkansas St. Red Wolves
61,"Stanley, Jennings",OL,3,5,0,Arkansas St. Red Wolves
64,"Still, Jacob",OL,4,10,10,Arkansas St. Red Wolves
26,"Strong, Javar",DB,1,9,0,Arkansas St. Red Wolves
7,"Switzer, Anthony",DB,2,7,6,Arkansas St. Red Wolves
9,"Thomas, Trevian",DB,1,11,0,Arkansas St. Red Wolves
7,"Tuitavake, sosaia",DL,4,9,0,Arkansas St. Red Wolves
87,"Tyler, Reed",TE,3,11,10,Arkansas St. Red Wolves
63,"Vaughan, Thomas",OL,1,0,0,Arkansas St. Red Wolves
44,"Whitmore, Israel",LB,1,1,0,Arkansas St. Red Wolves
50,"Woods, Austin",OL,1,1,0,Arkansas St. Red Wolves
